Host_Id,Name,Neighbourhood ,Property_Type,Review_Scores_Rating_bin,Room_Type,Zipcode,Beds,Number_of_Records,Number_Of_Reviews,Price
12606778,Cozy Upper East Side Apartment,Manhattan,Apartment,0,Private room,10075,1,1,0,95
12621774,"Shared 2 bedroom , Doorman condo",Queens,Apartment,95,Private room,11368,1,1,5,49
12603113,Comfy Couch in Shared Space,Brooklyn,Apartment,0,Shared room,11218,1,1,0,40
12637520,Prime Brooklyn 1BR-10min to City!,Brooklyn,Apartment,100,Entire home/apt,11201,1,1,1,140
12641307,Luminous Apt. Historic Area,Brooklyn,Apartment,100,Entire home/apt,11217,2,1,1,125
12644711,◈ MIDTOWN WEST  ◈ STUNNING VIEW ◈,Manhattan,Apartment,0,Entire home/apt,10001,1,1,2,250
12653065,Stylish & Comfortable LES Apartment,Manhattan,Apartment,90,Entire home/apt,10002,1,1,13,200
12632660,Stylish Bright Chelsea 3 Bed-2 Bath,Manhattan,Apartment,95,Entire home/apt,10011,4,1,13,695
12647404,"2 Stops from Times Sq, Studio @ UWS",Manhattan,Apartment,90,Entire home/apt,10024,1,1,12,180
12636616,"Bright, Spacious Room in Brooklyn",Brooklyn,Apartment,100,Private room,11211,1,1,1,80
12644018,Artistic Brooklyn Apartment,Brooklyn,Apartment,0,Private room,11237,1,1,0,150
12641005,"large bdroom, priv bth, priv living",Brooklyn,House,95,Private room,11216,1,1,48,85
12649246,Overlooking Harlem,Manhattan,Apartment,95,Private room,10026,1,1,62,105
12641973,Semi private 15 min to Manhattan,Queens,Apartment,90,Private room,11105,1,1,32,60
12682495,Spacious Zen Modern Studio in DUMBO,Brooklyn,Apartment,95,Entire home/apt,11201,1,1,9,150
12666245,Charming one bedroom apartment.,Brooklyn,Apartment,0,Entire home/apt,11232,1,1,2,85
12681247,Furnished one Bedroom with terrace,Manhattan,Apartment,90,Entire home/apt,10022,2,1,36,215
12662459,Spacious 1 br apt sleeps 2 couples!,Manhattan,Apartment,0,Entire home/apt,10023,2,1,0,715
12672916,2 room Studio available,Manhattan,Apartment,100,Entire home/apt,10026,1,1,3,135
12682987,AMAZING Full Floor Brownstone 1-BR!,Manhattan,Apartment,95,Entire home/apt,10035,2,1,7,120
12671535,Manhattan huge studio 20'x11',Manhattan,Apartment,80,Entire home/apt,10036,2,1,3,177
12667609,Room W Bathroom in Luxury Building,Queens,Apartment,0,Private room,11101,1,1,0,99
12671535,Manhattan huge studio share 20'x11',Manhattan,Apartment,95,Shared room,10036,1,1,23,73
12666095,Cozy Studio by the Beach,Queens,Apartment,100,Shared room,11692,2,1,4,35
12692690,Charming 1bed room apartment,Brooklyn,Apartment,100,Entire home/apt,11201,2,1,2,198
12707394,Luxe Bohemian 1 BR Apt in LES,Manhattan,Apartment,80,Entire home/apt,10002,1,1,1,165
12704838,Studio Loft in East Village,Manhattan,Apartment,90,Entire home/apt,10009,1,1,3,130
12697791,"Spacious, charming & quiet delight",Manhattan,Apartment,90,Entire home/apt,10011,1,1,34,250
12705538,Charming studio in heart of chelsea,Manhattan,Apartment,90,Entire home/apt,10011,2,1,3,139
12692624,Chic & Modern Apt by Central Park!,Manhattan,Apartment,0,Entire home/apt,10025,1,1,0,105
12701425,Beautiful Central Park Apartment,Manhattan,Apartment,85,Entire home/apt,10025,2,1,3,170
12690860,Sunny Spacious Modern Home,Manhattan,Apartment,85,Entire home/apt,10040,1,1,15,95
12700746,Chic 1 Bedroom Apartment,Brooklyn,Apartment,90,Private room,11225,1,1,4,133
12703904,"Garden Apt, Cozy One Bedroom!",Brooklyn,Apartment,80,Private room,11237,1,1,9,80
12684894,Room in Hell's Kitchen/Time Square,Manhattan,Apartment,85,Private room,10019,1,1,49,89
12693867,Upper Mahattan Room,Manhattan,Apartment,100,Private room,10031,1,1,1,58
12692624,Comfy Couch with Pillow & Duvet,Manhattan,Apartment,0,Shared room,10025,1,1,1,60
12711163,Charming 2BR in Williamsburg,Brooklyn,Apartment,0,Entire home/apt,11211,2,1,0,150
12738054,Large 2 Bedrooms Apt. in Greenpoint,Brooklyn,Apartment,100,Entire home/apt,11222,2,1,1,150
12739246,1 Bed Apt in ClintonHill Brownstone,Brooklyn,Apartment,0,Entire home/apt,11238,2,1,0,95
12730719,2 bedroom apartment Chinatown / LES,Manhattan,Apartment,0,Entire home/apt,10002,2,1,0,400
12732385,FURNISHED 1 BR IN LOWER EAST SIDE,Manhattan,Apartment,85,Entire home/apt,10002,1,1,11,150
12727042,sunny cozy one bedroom NY apt,Manhattan,Apartment,90,Entire home/apt,10021,1,1,20,160
12741784,BEST 1 BR 1 Block to Central Park!!,Manhattan,Apartment,0,Entire home/apt,10024,1,1,0,200
12711163,Charming apartment in Williamsburg,Brooklyn,Apartment,100,Private room,11211,1,1,1,105
12719975,My Humble Oasis,Brooklyn,Apartment,0,Private room,11213,1,1,0,80
12729740,Bed-Stuy Brownstone,Brooklyn,Apartment,0,Private room,11221,1,1,0,75
12738054,Large Private Room in Greenpoint,Brooklyn,Apartment,0,Private room,11222,1,1,0,95
12720552,Great private space with backyard!,Brooklyn,Apartment,80,Private room,11237,3,1,2,120
12720552,Large room in Bushwick,Brooklyn,Apartment,0,Private room,11237,3,1,0,125
12720552,Room available in BUSHWICK!,Brooklyn,Apartment,0,Private room,11237,2,1,0,60
12730719,Charming bedroom in LES / Chinatown,Manhattan,Apartment,0,Private room,10002,1,1,0,130
12727042,quiet queen bedroom in Manhattan,Manhattan,Apartment,95,Private room,10021,1,1,9,95
12720552,Top or bottom bunk in a great room!,Brooklyn,Apartment,80,Shared room,11237,1,1,2,50
12718658,Shared Apt in NYC Close to Metro,Queens,Apartment,0,Shared room,11372,1,1,0,75
12755766,3 Bedroom 2 Bath in Williamsburg,Brooklyn,Apartment,100,Entire home/apt,11206,3,1,3,250
12763171,Hipster Chic in Williamsburg,Brooklyn,Apartment,0,Entire home/apt,11211,1,1,0,135
12774601,Prime Location in Bed-Stuy,Brooklyn,Apartment,100,Entire home/apt,11216,1,1,6,110
12757332,1000 square feet of Luxury!,Manhattan,Apartment,0,Entire home/apt,10004,2,1,0,350
12746111,Great Cozy Apartment in WestVillage,Manhattan,Apartment,90,Entire home/apt,10011,1,1,8,179
12773532,Charming 1 Bedroom in West Village,Manhattan,Apartment,80,Entire home/apt,10011,2,1,3,219
12767563,LOFTY NYC Apartment,Manhattan,Apartment,85,Entire home/apt,10016,2,1,15,300
12760305,"beautiful, modern studio in NYC",Manhattan,Apartment,85,Entire home/apt,10021,1,1,11,155
12774721,Upper East Side 2 Bedroom Apartment,Manhattan,Apartment,100,Entire home/apt,10021,3,1,3,230
12760201,Cozy spacious UES studio,Manhattan,Apartment,90,Entire home/apt,10028,1,1,7,141
12775283,Cozy 1BD in Manhattan,Manhattan,Apartment,90,Entire home/apt,10029,1,1,24,97
12762559,"1BR, elevator, kitchen, doorman!",Manhattan,Apartment,0,Entire home/apt,10128,1,1,0,150
12749383,Huge room in East Williamsburg,Brooklyn,Apartment,0,Private room,11206,1,1,0,60
12764940,"Artist Loft In Bushwick, Brooklyn",Brooklyn,Loft,0,Private room,11206,1,1,0,95
12772705,Best Location! Near Union Square,Manhattan,Apartment,80,Private room,10003,1,1,3,95
12757575,Heart of the Upper West Side,Manhattan,Apartment,95,Private room,10023,2,1,24,99
12762193,Spacious Apartment in Wash Heights,Manhattan,Apartment,0,Private room,10032,1,1,0,60
12764250,1BR (IN 2BR FLEX) - MANHATTAN FIDI,Manhattan,Apartment,0,Private room,10038,1,1,0,125
12809199,Beautiful Luxury Brooklyn Studio,Brooklyn,Apartment,40,Entire home/apt,11201,1,1,2,175
12800495,Newly Renovated 2BR Apt in W/Burg,Brooklyn,Apartment,85,Entire home/apt,11211,2,1,11,250
12795683,Sunny one bedroom with rooftop deck,Brooklyn,Apartment,100,Entire home/apt,11215,1,1,5,130
12811150,Sunny & Spacious 1BD near Park,Brooklyn,Apartment,95,Entire home/apt,11215,1,1,12,129
12798614,Casa de la Luna -Bedford Stuyvesant,Brooklyn,Apartment,90,Entire home/apt,11221,2,1,2,115
12796091,Sunny 1 bedroom in Brooklyn!,Brooklyn,Apartment,0,Entire home/apt,11238,1,1,0,90
12799396,Charming East Village apt!!!,Manhattan,Apartment,90,Entire home/apt,10009,2,1,41,150
12808619,Manhattan Oasis/Unforgettable stay,Manhattan,Apartment,100,Entire home/apt,10009,6,1,3,600
12779435,Charming Junior One Bedroom,Manhattan,Apartment,80,Entire home/apt,10011,1,1,2,200
12807776,West Village - Beautiful 1 bedroom,Manhattan,Apartment,95,Entire home/apt,10011,2,1,4,300
12796040,NYC Steps from Central Park!,Manhattan,Apartment,100,Entire home/apt,10019,1,1,2,150
12811419,Beautiful 1 BR Steps from Time SQ,Manhattan,Apartment,90,Entire home/apt,10019,2,1,11,250
12811419,Beautiful 2 BR Home in Times Square,Manhattan,Apartment,95,Entire home/apt,10019,3,1,44,415
12795393,Cozy Studio On The Upper East Side,Manhattan,Apartment,90,Entire home/apt,10021,1,1,4,160
12779435,Studio in the heart of Times Square,Manhattan,Apartment,90,Entire home/apt,10036,2,1,49,100
12803833,Modern 1000 sqf LOFT with a view,Manhattan,Apartment,95,Entire home/apt,10038,1,1,12,300
12801121,Large Cozy Apt. | Dekalb L Train,Queens,Apartment,80,Entire home/apt,11385,2,1,9,130
12811597,Private furnished light room in NYC,Manhattan,Apartment,0,Private room,10009,1,1,0,110
12798750,Casa del Del,Manhattan,Apartment,90,Private room,10012,1,1,8,126
12809870,Private room in Manhattan,Manhattan,Apartment,90,Private room,10035,1,1,14,68
12810790,Living Room Studio w/ private bath,Manhattan,Apartment,90,Shared room,10025,1,1,2,99
12838750,Beautiful 2 bedroom Apartment,Brooklyn,Apartment,90,Entire home/apt,11206,2,1,10,180
12829944,Artist's home in Williamsburg,Brooklyn,Apartment,0,Entire home/apt,11249,3,1,0,180
12839050,Fantastic NY Loft in trendy place,Brooklyn,Apartment,0,Entire home/apt,11249,2,1,1,210
12830441,Sunny & Spacious Chelsea 1BR,Manhattan,Apartment,90,Entire home/apt,10011,1,1,2,197
12847217,Large-Quiet-Art-Central 1Bdroom,Manhattan,Apartment,90,Entire home/apt,10011,2,1,9,285
12838372,"Sun kissed, one bedroom",Manhattan,Apartment,85,Entire home/apt,10023,1,1,4,160
12845382,"BIG private Room ""Bedstuy/Brookly""",Brooklyn,Apartment,0,Private room,11233,1,1,0,55
12844657,"Cozy, Modern & Clean Lofty Room",Brooklyn,Apartment,0,Private room,11237,1,1,1,67
12838834,Bright Bedroom in East Village,Manhattan,Apartment,0,Private room,10003,1,1,0,160
12838014,Private Bedroom - Murray Hill,Manhattan,Apartment,0,Private room,10016,1,1,0,115
12842708,Private room and Private bathroom,Manhattan,Apartment,100,Private room,10029,1,1,1,110
12838234,Sunny & Spacious West Harlem Apt,Manhattan,Apartment,100,Private room,10031,2,1,2,99
12881527,"Large Brooklyn 2 BR apt, sleeps 4-5",Brooklyn,Apartment,90,Entire home/apt,11216,2,1,2,175
12858875,Brooklyn Small 1 Bedroom Apartment,Brooklyn,Apartment,0,Entire home/apt,11217,1,1,0,149
12872352,2 BED 2 BATH LOVELY MIDTOWN RENTAL,Manhattan,Apartment,85,Entire home/apt,10022,3,1,38,461
12872812,Fully Furnished Upper West Side 1BD,Manhattan,Apartment,100,Entire home/apt,10025,2,1,8,175
12858875,Beautiful Studio Apartment,Manhattan,Apartment,100,Entire home/apt,10027,1,1,1,150
12858875,Mornside Heights 1 Bedroom,Manhattan,Apartment,0,Entire home/apt,10027,1,1,0,190
12850481,Upper East Side- NYC- Cozy 1bed,Manhattan,Apartment,80,Entire home/apt,10028,2,1,5,240
12863906,Elevator Studio w/Doormen & Views,Manhattan,Apartment,100,Entire home/apt,10037,2,1,1,127
12851900,"HUGE LUXURY 2BD/2B, 7mn TO TIME SQR",Queens,Apartment,90,Entire home/apt,11101,3,1,10,395
12866776,Big Sunny Artist's Loft,Brooklyn,Apartment,0,Private room,11206,1,1,0,80
12868307,Bedroom with private bathroom,Brooklyn,Apartment,90,Private room,11206,1,1,2,79
12866178,Bright & spacious room in Brooklyn!,Brooklyn,Apartment,0,Private room,11207,1,1,0,65
12866178,Charming & bright room in Brooklyn!,Brooklyn,Apartment,0,Private room,11207,1,1,0,55
12881243,Bright Bedroom in Heart of BedStuy!,Brooklyn,Apartment,80,Private room,11216,1,1,1,50
12870252,Great room in the heart of Brooklyn,Brooklyn,Apartment,100,Private room,11222,1,1,1,90
12881102,Williamsburg Bed Steps to Bedford L,Brooklyn,Apartment,90,Private room,11249,1,1,4,50
12877328,Private West Village Bedroom,Manhattan,Apartment,0,Private room,10012,1,1,0,99
12879538,Bright Harlem Home in New Building!,Manhattan,Apartment,90,Private room,10030,1,1,6,89
12864757,private Room/Off Broadway,Queens,Apartment,0,Private room,0,1,1,0,60
12864943,Bright and Open Astoria Apartment!,Queens,Apartment,80,Private room,11106,1,1,1,70
12888186,Charming One Bed Room Studio Loft,Brooklyn,Apartment,0,Entire home/apt,11205,1,1,0,95
12906455,Edgy 2BR Near Trains and Nightlife,Brooklyn,Apartment,100,Entire home/apt,11221,2,1,2,82
12886903,"East Village, Clean/Easy Living 1BR",Manhattan,Apartment,0,Entire home/apt,10003,2,1,1,172
12898914,East VILLAGE cozy 1BED apartment,Manhattan,Apartment,85,Entire home/apt,10003,2,1,12,199
12904660,"Spacious, Quiet, Heart of E.Village",Manhattan,Apartment,90,Entire home/apt,10003,2,1,3,163
12898914,AUTHENTIC PENTHOUSE LOFT ON BOWERY,Manhattan,Loft,90,Entire home/apt,10003,4,1,41,499
12904034,Sunny Apt in Prime Location,Queens,Apartment,0,Entire home/apt,11101,1,1,0,115
12896667,Private Chelsea Loft Bedroom,Manhattan,Apartment,0,Private room,10011,1,1,0,80
12922995,2BR Perfect Williamsburg Location,Brooklyn,Apartment,85,Entire home/apt,11211,2,1,14,165
12921356,ENTIRE APT IN GORGEOUS PARK SLOPE,Brooklyn,Apartment,85,Entire home/apt,11215,1,1,6,85
12921073,Beautiful Private 1 Bedroom $150/n,Manhattan,Apartment,100,Entire home/apt,10028,1,1,3,150
12921073,Private large one bedroom -,Manhattan,Apartment,0,Entire home/apt,10028,1,1,0,150
12921073,Private One Bedroom Prime Location,Manhattan,Apartment,0,Entire home/apt,10028,1,1,0,159
12924608,Top Floor Beauty with great view,Manhattan,Apartment,90,Entire home/apt,10031,1,1,4,190
12949460,Private brownstone studio Brooklyn,Brooklyn,Apartment,95,Entire home/apt,11217,1,1,77,160
12971995,Airy 1500 sq ft Exposed Brick Loft,Brooklyn,Loft,70,Entire home/apt,11205,2,1,2,190
12950567,*SPECIAL* Beautiful 1BR Times Sq !!,Manhattan,Apartment,90,Entire home/apt,10036,1,1,11,175
12968821,Charming Upper East Side Studio,Manhattan,Apartment,95,Entire home/apt,10128,1,1,6,100
12971528,"Spacious, Light Drenched Room",Brooklyn,Apartment,100,Private room,11206,1,1,6,80
12971995,"Sunny Apt in Bed Stuy, A/C/E Trains",Brooklyn,Apartment,95,Private room,11233,2,1,39,90
12967993,Private Bedroom in Bushwick,Brooklyn,Loft,95,Private room,11237,1,1,18,65
12967993,Single Private Bedroom in Bushwick,Brooklyn,Loft,90,Private room,11237,1,1,8,50
12950555,COZY 2 BR IN THE BEST AREA OF NYC!,Manhattan,Apartment,0,Private room,10021,3,1,0,140
12966866,Amazing location - 15 min from city,Queens,Apartment,80,Private room,11102,1,1,19,70
12970318,"Bright, Sunny Room w/ Private Bath",Queens,Apartment,0,Private room,11375,1,1,0,65
12991700,Beautiful 3BR/2Bath in Williamsburg,Brooklyn,Apartment,0,Entire home/apt,11206,4,1,0,249
12994664,Beautiful Apt in prime Williamsburg,Brooklyn,Apartment,0,Entire home/apt,11211,2,1,0,200
12987479,Luxurious Boutique Hotel Style Apt,Brooklyn,Apartment,95,Entire home/apt,11216,2,1,27,199
12994383,"Greenpoint Quiet,sunny with rooftop",Brooklyn,Apartment,100,Entire home/apt,11222,1,1,3,175
13006977,Bright BK studio apt (Ft. Greene),Brooklyn,Apartment,95,Entire home/apt,11238,1,1,30,100
12990331,Designers' Studio in Chelsea,Manhattan,Apartment,0,Entire home/apt,10011,1,1,0,175
12990871,Summer Special! Chelsea/W.Village,Manhattan,Apartment,100,Entire home/apt,10011,1,1,11,159
12992240,New York City - A Love Affair!,Manhattan,Apartment,95,Entire home/apt,10011,1,1,20,200
13007855,Charming 1 BD in Chelsea,Manhattan,Apartment,90,Entire home/apt,10011,1,1,6,225
13001320,"A Palace in Nolita- loft, garden",Manhattan,Apartment,0,Entire home/apt,10012,1,1,0,500
12995701,Private & Quaint West Village Gem!,Manhattan,Apartment,0,Entire home/apt,10014,1,1,0,195
12999787,Gorgeous Condo West Village Lrg 2BR,Manhattan,Apartment,85,Entire home/apt,10014,3,1,49,300
12988016,A beautiful quiet river view studio,Manhattan,Apartment,100,Entire home/apt,10044,2,1,5,145
12991700,Vivid room in trendy Williamsburg,Brooklyn,Apartment,90,Private room,11206,1,1,22,89
13007003,Cozy BR in BIG Brooklyn HOUSE!,Brooklyn,House,80,Private room,11222,1,1,1,50
12991581,"1 Bedroom, 1 Bath in Stuy Town (EV)",Manhattan,Apartment,95,Private room,10009,1,1,4,75
12989026,available august 18,Manhattan,Apartment,0,Private room,10027,1,1,0,60
13029726,Spacious Williamsburg Charmer,Brooklyn,Apartment,100,Entire home/apt,11211,1,1,1,125
13039779,Bright & funky 1.5br in Boerum Hill,Brooklyn,Apartment,85,Entire home/apt,11217,1,1,3,140
13029088,Come get it ALL..in BROOKLYN,Brooklyn,Apartment,0,Entire home/apt,11225,1,1,0,120
13037911,Perfect Loft Steps from Wythe Hotel,Brooklyn,Apartment,0,Entire home/apt,11249,1,1,0,216
13043852,COBBLE HILL BROWNSTONE,Brooklyn,Townhouse,100,Entire home/apt,11231,4,1,2,375
13008402,Modern 1000sf Union Square Condo,Manhattan,Apartment,0,Entire home/apt,10003,1,1,0,299
13030127,East Village - Private Studio Apt,Manhattan,Apartment,85,Entire home/apt,10003,2,1,78,99
13042411,Quiet studio in the heart of NYC.,Manhattan,Apartment,95,Entire home/apt,10009,1,1,46,174
13034598,Studio in Midtown,Manhattan,Apartment,0,Entire home/apt,10018,1,1,0,146
13026391,One Bed Room Apt In Midtown East,Manhattan,Apartment,90,Entire home/apt,10022,1,1,5,165
13031379,Classic Upper East Side 1 Bed Apt,Manhattan,Apartment,95,Entire home/apt,10075,1,1,4,145
13022378,Private ROOM Modern apt in Brooklyn,Brooklyn,Apartment,100,Private room,11238,1,1,1,75
13020368,Cosy room Downtown for August,Manhattan,Apartment,100,Private room,10002,1,1,2,110
13032658,Nice Groundstone,Manhattan,Apartment,0,Private room,10035,1,1,0,80
13032658,Nice Groundstone 2,Manhattan,Apartment,95,Private room,10035,2,1,22,70
13032367,Beautiful Sunny Bedroom on UES,Manhattan,Apartment,0,Private room,10065,1,1,0,230
13032679,Fabulous Midtown Location,Manhattan,Other,80,Private room,10019,1,1,1,275
13038507,"Beautiful, large apartment",Queens,Apartment,80,Private room,11102,1,1,1,75
13063145,Charm & Beauty close to Manhattan,Brooklyn,Apartment,90,Entire home/apt,11216,2,1,50,99
13063145,Ebony & Ivory Close to Manhattan,Brooklyn,Apartment,90,Entire home/apt,11216,2,1,27,99
13067214,Garden Duplex in Clinton Hill,Brooklyn,Apartment,100,Entire home/apt,11238,3,1,6,495
13063904,Seaside Studio,Brooklyn,Apartment,95,Entire home/apt,11249,2,1,2,150
13078409,HOOKED UP APT! PRIME LOCATION-DEAL!,Manhattan,Apartment,85,Entire home/apt,10003,2,1,30,130
13078409,HOOKED UP APT! PRIME LOCATION-DEAL!,Manhattan,Apartment,70,Entire home/apt,10003,3,1,6,130
13079516,Modern Studio Apartment,Manhattan,Apartment,90,Entire home/apt,10003,1,1,65,99
13072598,Brand new aprt in Chelsea,Manhattan,Apartment,0,Entire home/apt,10011,1,1,0,230
13078409,2 bed!! Huge apt! AWESOME LOCATION!,Manhattan,Apartment,85,Entire home/apt,10016,4,1,41,210
13078409,CHILLED OUT Studio off Central Park,Manhattan,Apartment,80,Entire home/apt,10024,1,1,42,140
13078409,Exposed Brick! Beautiful! Best DEAL,Manhattan,Apartment,60,Entire home/apt,10030,2,1,2,100
13078409,Gorgeous/Bright & Clean 2 Bedroom!,Manhattan,Apartment,85,Entire home/apt,10030,3,1,11,160
13078409,Hookedup! Stunning Apt Nxt 2 SubwaY,Manhattan,Apartment,0,Entire home/apt,10030,2,1,1,87
13073860,Spacious apartment Brooklyn,Brooklyn,Apartment,85,Private room,11206,1,1,28,79
13060918,"Sunny room in Brooklyn, NYC",Brooklyn,Apartment,90,Private room,11237,1,1,2,70
13068014,Sun-drenched penthouse: 9min to GC,Queens,Apartment,100,Private room,11101,1,1,8,125
13098580,Large 1 br in amazing Brownstone!,Brooklyn,Apartment,85,Entire home/apt,11216,1,1,8,70
13100874,Spacious 1 Bedrm near Prospect Park,Brooklyn,Apartment,100,Entire home/apt,11225,1,1,4,108
13083043,Beautiful Artist Apt. Waterfront WB,Brooklyn,Apartment,95,Entire home/apt,11249,1,1,12,175
13109575,Cozy 1 Bedroom in Prime Location,Brooklyn,House,90,Entire home/apt,11238,1,1,62,125
13101331,LES Penthouse w/Private Balcony,Manhattan,Apartment,95,Entire home/apt,10002,1,1,25,240
13086964,Modern Chelsea 1 BR Apartment,Manhattan,Apartment,0,Entire home/apt,10011,1,1,0,235
13107990,Whole Soho 1 Bedroom - very Zen!,Manhattan,Apartment,90,Entire home/apt,10014,1,1,39,220
13108199,"Charming Apt, Perfect Location",Manhattan,Apartment,80,Entire home/apt,10014,1,1,11,185
13109213,Upper west side large 1 Bedroom apt,Manhattan,Apartment,95,Entire home/apt,10025,1,1,4,175
13109213,Upper West Side Studio Apartment,Manhattan,Apartment,90,Entire home/apt,10025,1,1,46,150
13097760,Convenient & comfy HK 1B,Manhattan,Apartment,100,Entire home/apt,10036,2,1,1,185
13094498,East Village Charm,Manhattan,Apartment,85,Private room,10009,1,1,21,60
13102999,Artsy Private Bedroom Downtown,Manhattan,Apartment,100,Private room,10013,1,1,2,75
13080757,A Cozy Loft in an AMAZING space!!!,Manhattan,Apartment,80,Private room,10023,1,1,4,132
13080757,Stay in the Heart of Lincoln Square,Manhattan,Apartment,95,Private room,10023,2,1,8,168
13097233,Great Room on the Upper West Side,Manhattan,Apartment,0,Private room,10024,1,1,0,110
13106591,Pivate Big Bedroom Upper West Side,Manhattan,Apartment,100,Private room,10025,1,1,1,80
13106591,Private Room Upper West Side NY,Manhattan,Apartment,90,Private room,10025,1,1,2,80
13124110,Spacious Brooklyn Apt in Ft Greene,Brooklyn,Apartment,100,Entire home/apt,11205,1,1,2,220
13125226,True Loft in Williamsburg,Brooklyn,Apartment,100,Entire home/apt,11211,1,1,2,200
13132350,Hell's Kitchen Beauty,Manhattan,Apartment,90,Entire home/apt,10019,1,1,29,180
13130690,cosy studio in perfect location,Manhattan,Apartment,40,Entire home/apt,10022,1,1,1,120
13132515,"Great room w/terrace, Williamsburg!",Brooklyn,Apartment,80,Private room,11206,1,1,1,55
13135117,Modern Garden Apartment,Brooklyn,Apartment,90,Private room,11216,1,1,12,85
13125674,Huge room in South Prospect Park,Brooklyn,Apartment,0,Private room,11226,1,1,0,50
13137787,1 BR Chelsea Gem--Best Location!,Manhattan,Apartment,0,Private room,10011,1,1,0,129
13140586,NYC Guest House- Harlem Nights,Manhattan,Apartment,0,Private room,10027,1,1,0,110
13124325,Wash Hts/Upper Manhat. Private Room,Manhattan,Apartment,0,Private room,10032,1,1,0,50
13128208,Roomy Apartment Friendly Neighbors,Manhattan,Apartment,90,Private room,10035,1,1,12,80
13140586,NYC Guest House- WEST SIDE STORY,Manhattan,Apartment,95,Private room,10036,1,1,8,150
13135224,"Quiet, Safe & Cute Room Sunnyside",Queens,Apartment,95,Private room,11377,1,1,36,60
13127627,Big Living Room in Brooklyn for NYC,Brooklyn,Apartment,0,Shared room,11230,1,1,0,48
13156754,Beautiful 2 Bedroom in Perfect Area,Brooklyn,Apartment,100,Entire home/apt,11201,2,1,3,275
13153999,Upper West Side one bedroom,Manhattan,Apartment,100,Entire home/apt,10024,1,1,2,165
13148521,Spacious 2 BDR Apt. Upper West Side,Manhattan,Apartment,100,Entire home/apt,10025,2,1,4,200
13161042,PARK AVE ~ 2 BEDROOM/2 BATH~DOORMAN,Manhattan,Apartment,50,Entire home/apt,10128,6,1,2,270
13162773,Spacious 2Br Williamsburg by L JMZ,Brooklyn,Apartment,100,Private room,11211,1,1,1,125
13141856,Private bedroom with en suite,Brooklyn,Apartment,0,Private room,11225,1,1,0,75
13165250,"Cozy, Cool, and Budget-Friendly",Brooklyn,Apartment,100,Private room,11226,1,1,7,60
13151209,Cozy quiet home-away-from-home :),Queens,Apartment,0,Private room,11237,1,1,0,70
13195401,CHARMING DOWNTOWN Lower East 1 BR,Manhattan,Apartment,90,Entire home/apt,10002,1,1,4,175
13197498,Studio for Winter at 108th&Broadway,Manhattan,Apartment,0,Entire home/apt,10025,2,1,0,150
13180975,Gorgeous 1 BD in heart of the UES,Manhattan,Apartment,0,Entire home/apt,10028,1,1,1,145
13186628,Bright Room in Williamsburg,Brooklyn,Apartment,100,Private room,11206,1,1,1,65
13191575,Evthing is awesome,Brooklyn,Apartment,0,Private room,11211,1,1,0,55
13168907,Sunny Room in Crown Heights,Brooklyn,Apartment,0,Private room,11213,1,1,0,46
13217433,Sunny & spacious BK Heights 1 bed,Brooklyn,Apartment,95,Entire home/apt,11201,1,1,7,160
13219494,"Charming, Sunny Home in Heart of BK",Brooklyn,Apartment,100,Entire home/apt,11238,2,1,1,115
13217304,LUXURY LOFT HEART OF SOHO 2BD/2BTH,Manhattan,Apartment,90,Entire home/apt,10013,2,1,34,540
13239467,"Spacious 1BD, steps to Central Park",Manhattan,Apartment,90,Entire home/apt,10023,3,1,7,267
13236130,"Large 3 room, 1 bed apt (1 bath)",Manhattan,Apartment,100,Entire home/apt,10029,1,1,3,160
13226580,Comfort and cozy zone in Brooklyn,Brooklyn,Apartment,80,Private room,11205,1,1,1,40
13244738,Convenient Williamsburg Stay,Brooklyn,Apartment,75,Private room,11211,1,1,33,55
13208084,Cozy Private room in 4 bedroom apt,Brooklyn,Apartment,0,Private room,11216,1,1,0,75
13241955,Brooklyn home room for up to 4 ppl,Brooklyn,Apartment,20,Private room,11226,4,1,2,75
13241955,Cosy sunny room for 2,Brooklyn,Apartment,80,Private room,11226,1,1,15,55
13217925,Private Room in Greenwich Village,Manhattan,Apartment,0,Private room,10012,1,1,0,110
13230738,Charming Room in Heart of Downtown,Manhattan,Apartment,95,Private room,10012,1,1,5,129
13219933,"NYC Hotel Giraffe, KING SIZE SUITE",Manhattan,Other,100,Private room,10016,2,1,1,356
13261121,Unionsquare/Gramercy 1 Bedroom,Manhattan,Apartment,95,Entire home/apt,10003,1,1,17,185
13275837,Downtown 1 Bedroom w/Outdoor Pool,Manhattan,Apartment,100,Entire home/apt,10003,1,1,1,189
13278328,Charming Apartment w Great Location,Manhattan,Apartment,0,Entire home/apt,10003,2,1,0,239
13280150,Exclusive W.Village-chic true 2br,Manhattan,Apartment,95,Entire home/apt,10014,2,1,15,439
13280263,Bel appartement à Central Park,Manhattan,Apartment,100,Entire home/apt,10023,2,1,2,180
13282162,Beautiful Exposed Brick Studio Loft,Manhattan,Apartment,85,Entire home/apt,10023,1,1,6,150
13246568,Spacious Brooklyn Room! Huge home!,Brooklyn,Apartment,0,Private room,11206,1,1,0,55
13265451,Beautiful Private Room,Brooklyn,House,100,Private room,11238,1,1,4,90
13278328,Charming Bedroom w/ Great Location,Manhattan,Apartment,0,Private room,10003,1,1,0,99
