Host_Id,Name,Neighbourhood ,Property_Type,Review_Scores_Rating_bin,Room_Type,Zipcode,Beds,Number_of_Records,Number_Of_Reviews,Price
609746,Quiet room in Greenwich Village,Manhattan,Apartment,90,Private room,10012,1,1,3,110
611109,Luxury West Village Loft,Manhattan,Apartment,80,Private room,10014,2,1,1,145
608908,FULL EQUIPPED PRIVATE BEDROOM,Manhattan,Apartment,85,Private room,10031,1,1,2,45
608908,PRIVATE ROOM IN MANHATTAN NYC,Manhattan,Apartment,95,Private room,10032,1,1,15,50
614265,Gorgeous Apt. in Williamsburg,Brooklyn,Apartment,0,Entire home/apt,11211,1,1,0,150
611716,"Park Slope Apt:, Spacious 2 bedroom",Brooklyn,Apartment,95,Entire home/apt,11215,2,1,21,165
612221,The Heart of Fort Greene,Brooklyn,Apartment,0,Entire home/apt,11217,1,1,0,142
612551,Historic Fort Greene & Clinton Hill,Brooklyn,Apartment,95,Entire home/apt,11238,1,1,29,129
612460,Amazing 2BR rooftop apt in the Sky!,Manhattan,Apartment,100,Entire home/apt,10128,3,1,2,450
614507,A STEAL: Luxury 1BD Ap Manhattan!,Manhattan,Apartment,85,Entire home/apt,10128,2,1,32,155
612955,The Great Hall With The Discoball,Brooklyn,Apartment,95,Private room,11211,3,1,9,110
611716,"Sunny, Large, Park Slope Bedroom",Brooklyn,Apartment,95,Private room,11215,1,1,90,105
617147,Beautiful Airy 1 Bedroom Apartment,Manhattan,Apartment,90,Entire home/apt,10002,1,1,9,120
616392,West Village Sunny Artist's Loft,Manhattan,Apartment,0,Entire home/apt,10014,2,1,0,750
616825,LUXURY OF THE HORIZON,Manhattan,Apartment,95,Entire home/apt,10026,2,1,6,259
617990,Beautiful Studio in Townhouse!!,Manhattan,Apartment,85,Entire home/apt,10027,3,1,12,137
617990,NYC Studio for Rent in Townhouse,Manhattan,Apartment,90,Entire home/apt,10027,2,1,39,110
616164,Luxury Studio,Manhattan,Apartment,90,Entire home/apt,10038,1,1,4,225
617454,Large and cozy room in Bushwick!,Brooklyn,Apartment,85,Private room,11221,1,1,5,59
621559,Lovely Brooklyn Heights Townhouse,Brooklyn,Apartment,95,Entire home/apt,11201,1,1,75,150
622866,Truly Amazing Oasis In The City,Brooklyn,Apartment,95,Entire home/apt,11211,2,1,42,249
619154,Great Brooklyn 1 Bedroom Home!,Brooklyn,Apartment,95,Entire home/apt,11215,1,1,12,85
619373,Beautiful Apartment for Couples,Brooklyn,Apartment,0,Entire home/apt,11216,1,1,0,170
622694,Sunny 1 br in Greenpoint,Brooklyn,Apartment,100,Entire home/apt,11222,1,1,5,120
622779,Gorgeous & Bright Greenpoint Apt,Brooklyn,Apartment,0,Entire home/apt,11222,1,1,0,175
622855,Authentic NYC Living 2,Brooklyn,House,95,Entire home/apt,11233,1,1,12,120
622575,Newly-renovated sunny LES,Manhattan,Apartment,100,Entire home/apt,10002,2,1,1,160
620346,Entire home/apt in New York,Manhattan,Apartment,100,Entire home/apt,10003,1,1,6,185
622460,Quiet Gem on NY's Hottest Street,Manhattan,Apartment,100,Entire home/apt,10012,2,1,21,365
621470,Designer 1 bedroom on Park block,Manhattan,Apartment,95,Entire home/apt,10023,2,1,16,299
620969,Great Apartment in Trendy Brooklyn!,Brooklyn,Apartment,0,Private room,11216,1,1,0,50
622855,Authentic New York City Living,Brooklyn,House,90,Private room,11233,1,1,3,99
619991,"Comfy Queen Room, Best Block in LES",Manhattan,Apartment,90,Private room,10002,1,1,26,90
619991,"Sunny Queen Room, Best Block in LES",Manhattan,Apartment,80,Private room,10002,1,1,1,90
620080,Cosy China Town Hideaway -2 bridges,Manhattan,Apartment,80,Private room,10002,1,1,78,40
622500,Small renovated room near Columbia,Manhattan,Apartment,80,Private room,10027,1,1,1,49
626120,Cozy Studio in Crown Heights North,Brooklyn,Apartment,100,Entire home/apt,11213,1,1,2,90
626289,Cozy and bright 1BR apt,Manhattan,Apartment,100,Entire home/apt,10009,1,1,21,200
623037,Adorable + Sunny West Village 1BR,Manhattan,Apartment,90,Entire home/apt,10011,1,1,5,225
623244,Charming 1-bedroom in West Village,Manhattan,Apartment,90,Entire home/apt,10011,1,1,20,225
624441,Quiet apartment in center of UWS,Manhattan,Apartment,100,Entire home/apt,10023,1,1,3,195
626965,Charming Manhattan Studio (UWS),Manhattan,Apartment,95,Entire home/apt,10024,1,1,2,185
626876,Christmas Harlem! Duplex,Manhattan,Apartment,0,Entire home/apt,10032,2,1,0,350
624793,"Williamsburg Brooklyn, south side",Brooklyn,Apartment,0,Private room,11249,1,1,0,110
626531,Super-Fun-TreeHouse-Loft! (Room 1),Brooklyn,Loft,90,Private room,11222,1,1,66,89
626531,Super-Fun-TreeHouse-Loft! (Room2),Brooklyn,Loft,90,Private room,11222,1,1,38,85
626876,Upper East Side Manhattan,Manhattan,Apartment,0,Private room,10128,1,1,0,250
626876,Upper East Side Manhattan #2,Manhattan,Apartment,0,Private room,10128,1,1,0,250
629050,Charming Park Slope Apt W/Garden,Brooklyn,Apartment,90,Entire home/apt,11215,1,1,27,165
630519,Full Prospect Heights Brownstone!,Brooklyn,House,0,Entire home/apt,11238,4,1,0,225
627217,"2+Bed, 2 bath Duplex in East Vill!",Manhattan,Apartment,85,Entire home/apt,10003,6,1,175,149
627217,Cute 2BR East Village Best location,Manhattan,Apartment,85,Entire home/apt,10003,3,1,100,159
627217,Studio in East village/own bath!,Manhattan,Apartment,75,Entire home/apt,10003,2,1,140,99
627224,PERFECT Apt in the East Village,Manhattan,Apartment,0,Entire home/apt,10003,3,1,0,247
628223,Sleek Petite 2 BDR / Gramercy Park,Manhattan,Apartment,80,Entire home/apt,10003,2,1,23,273
627217,"Large Apartment 1 BR, 1 BATH",Manhattan,Apartment,85,Entire home/apt,10010,2,1,20,139
627217,Large Park avenue 1BR with Roof!,Manhattan,Apartment,65,Entire home/apt,10010,2,1,5,189
630453,Charming Nolita Apartment!!,Manhattan,Apartment,90,Entire home/apt,10012,1,1,32,175
627898,YOUR OWN PLACE NEAR CENTRAL PARK!,Manhattan,Apartment,90,Entire home/apt,10019,1,1,13,139
628158,Gorgeous Brooklyn Loft,Brooklyn,Apartment,90,Private room,11238,2,1,2,145
629050,Private Master Suite in Park Slope,Brooklyn,House,90,Private room,11215,2,1,120,115
627640,"Bright, Downtown NYC - private loft",Manhattan,Apartment,95,Private room,10002,1,1,17,120
627224,PERFECT Bedroom in the East Village,Manhattan,Apartment,95,Private room,10003,2,1,7,197
628228,1 BR in full floor 2br apartment,Manhattan,Apartment,95,Private room,10038,1,1,7,85
632334,"2BR in Cobble Hill, Brooklyn, NY",Brooklyn,Apartment,100,Entire home/apt,11201,2,1,5,189
633540,Heart the West Village Studio,Manhattan,Apartment,90,Entire home/apt,10014,1,1,62,187
631597,Great place steps to Central Park!,Manhattan,Apartment,0,Entire home/apt,10075,1,1,0,125
634195,"Entire 1BR apt in Sunnyside, NYC",Queens,Apartment,95,Entire home/apt,11104,1,1,6,110
634096,Gorgeous Room in PRIME Williamsburg,Brooklyn,Apartment,100,Private room,11211,1,1,1,85
631640,Bushwick room in beautiful 3br apt.,Brooklyn,Apartment,100,Private room,11237,1,1,2,69
632418,Private BR in 3 BR Apt-LIC/Astoria,Queens,Apartment,0,Private room,11106,1,1,0,150
633339,Amazing location! Cozy apartment!,Manhattan,Apartment,90,Shared room,10035,1,1,3,70
636576,Spacious 5 Room apt.Great location!,Brooklyn,Apartment,100,Entire home/apt,11238,3,1,3,130
637451,Bright and cozy apt close to Central Park,Manhattan,Apartment,75,Entire home/apt,10065,3,1,11,255
637451,Cosy apt 3 steps from Central Park!,Manhattan,Apartment,85,Private room,10065,1,1,85,89
637451,Cosy apt in the Upper East Side,Manhattan,Apartment,85,Private room,10065,1,1,67,89
640117,Triple Happiness on Grand w Rooftop,Brooklyn,Apartment,70,Entire home/apt,11211,3,1,2,450
637772,Studio,Manhattan,Apartment,0,Entire home/apt,10005,1,1,0,100
639526,"LUXURY Apartment, Furnished, View!",Manhattan,Apartment,100,Entire home/apt,10010,2,1,1,120
638721,"Bright West Village Studio,Drmn Gym",Manhattan,Apartment,90,Entire home/apt,10014,1,1,6,190
638721,Modern Studio inWest Village DM Gym,Manhattan,Apartment,90,Entire home/apt,10014,1,1,2,190
638721,"West Village Studio - Doorman, Gym",Manhattan,Apartment,90,Entire home/apt,10014,1,1,3,190
639926,Amazing Roof View of Times Square,Manhattan,Apartment,90,Entire home/apt,10036,1,1,6,139
640117,Happiness on Grand - Rooftop Access,Brooklyn,Apartment,100,Private room,11211,1,1,5,88
640117,Happiness on Grand w Rooftop,Brooklyn,Apartment,90,Private room,11211,1,1,2,110
640117,Large charming room w lots of sun,Brooklyn,Apartment,0,Private room,11211,1,1,1,100
640117,Little Happiness on Grand w Rooftop,Brooklyn,Apartment,0,Private room,11211,1,1,1,80
638721,SPACIOUS ROOM IN A COOL LOFT DWNTWN,Manhattan,Apartment,100,Private room,10038,1,1,1,80
640803,Park Slope 2BR Close to the Park!,Brooklyn,Apartment,90,Entire home/apt,11215,2,1,3,160
643120,2 Bedroom Apartment in Park Slope,Brooklyn,Apartment,95,Entire home/apt,11215,2,1,4,200
643512,Cozy 1 bed- Few mins from subway,Brooklyn,Apartment,0,Entire home/apt,11216,1,1,0,150
644941,Lovely 1 bdrm in Prospect Heights!,Brooklyn,Apartment,95,Entire home/apt,11238,1,1,13,120
643266,Massive Outdoor Oasis Times Square,Manhattan,Apartment,0,Entire home/apt,10019,2,1,0,397
643312,Huge 1 BR in Luxury High Rise,Manhattan,Apartment,100,Entire home/apt,10019,1,1,1,245
642140,A Little Piece of Haven in NYC!,Manhattan,Apartment,90,Entire home/apt,10075,1,1,32,100
643120,Private BD in an Elevator Building,Brooklyn,Apartment,90,Private room,11215,1,1,30,85
644364,Charming Private Brownstone Studio,Brooklyn,Apartment,90,Private room,11216,1,1,17,85
642196,OLA! MANHATTAN NYC - HUGE/NICE ROOM,Manhattan,Apartment,95,Private room,10031,1,1,17,49
642140,New York - Charm & Tranquility,Manhattan,Apartment,95,Private room,10128,1,1,34,105
645887,Sunny Williamsburg Apt w/ Deck,Brooklyn,Apartment,95,Entire home/apt,11211,4,1,40,225
646201,♫❤ 3 x BEDS + LARGE APT + Garden ❤,Brooklyn,Apartment,80,Entire home/apt,11215,3,1,9,220
645887,Great place in Brooklyn!,Brooklyn,House,0,Entire home/apt,11211,0,1,0,123
648435,A retreat in old New York,Manhattan,Apartment,95,Entire home/apt,10004,1,1,14,225
645762,Stylish Noho Loft,Manhattan,Apartment,80,Entire home/apt,10012,1,1,4,215
650107,1 Bed in West Village TOP LOCATION,Manhattan,Apartment,80,Entire home/apt,10014,1,1,8,349
647968,Studio/Loft in Hells Kitchen!,Manhattan,Apartment,95,Entire home/apt,10019,2,1,6,220
647988,ELEGANT TOWNHOUSE APT* FAB LOC,Manhattan,Apartment,90,Entire home/apt,10023,2,1,53,185
647528,Charming room in Williamsburg home,Brooklyn,Apartment,80,Private room,11211,1,1,3,55
647985,Large Private Room in Williamsburg,Brooklyn,Apartment,0,Private room,11211,1,1,0,85
645188,Cozy One Bedroom,Brooklyn,Apartment,0,Private room,11222,1,1,0,103
647100,Bohemian 1bd in Trendy Neighborhood,Brooklyn,Apartment,90,Private room,11238,1,1,14,72
648017,"1 BR in sunny Ft. Greene, Brooklyn",Brooklyn,Apartment,95,Private room,11238,1,1,128,79
647326,Waterfront Apt w/ views of city,Queens,Apartment,0,Private room,11101,1,1,0,180
649562,"cozy, convenient, heart of shopping",Queens,Apartment,85,Private room,11373,1,1,7,79
652151,Very spacious 1 br w/ roof deck,Brooklyn,Apartment,0,Entire home/apt,11211,1,1,0,145
652842,Prime Williamsburg Apartment,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,11,240
654322,Luxury Apt. + Coolest Location,Brooklyn,Apartment,100,Entire home/apt,11222,1,1,1,168
651125,Beautiful 3-Story Townhouse,Brooklyn,House,100,Entire home/apt,11211,3,1,2,285
651771,"Williamsburg LOFT, amazing design!",Brooklyn,Loft,90,Entire home/apt,11206,5,1,12,700
652597,Lovely East Village 1BR Refuge,Manhattan,Apartment,95,Entire home/apt,10003,2,1,4,175
653626,"True 1BR, Heart of Trendy Nolita",Manhattan,Apartment,0,Entire home/apt,10012,1,1,0,150
650725,South Harlem Window on Central Park,Manhattan,Apartment,0,Entire home/apt,10026,1,1,0,125
652092,Cozy NY-style 1BDRM Apartment UES.,Manhattan,Apartment,90,Entire home/apt,10065,2,1,13,160
652546,"Private, Bright Room In Lefferts",Brooklyn,Apartment,65,Private room,11225,1,1,3,70
651771,Private Room in Williamsburg Loft G,Brooklyn,Loft,95,Private room,11206,1,1,32,80
651771,Private Room in Williamsburg Loft L,Brooklyn,Loft,95,Private room,11206,1,1,17,80
651771,Private Room in Williamsburg Loft M,Brooklyn,Loft,90,Private room,11206,1,1,12,80
653405,Midtown cozy convenient,Manhattan,Apartment,90,Private room,10016,1,1,40,130
654304,Cozy and private room in 2bdr apt,Manhattan,Apartment,90,Private room,10031,1,1,71,80
652092,"Tiny Bedroom,Great Neighborhood UES",Manhattan,Apartment,85,Private room,10065,1,1,11,90
651818,Time Square  room  in a shared APT.,Manhattan,Apartment,95,Shared room,10018,1,1,12,88
656841,Huge loft in heart of Williamsburg!,Brooklyn,Apartment,95,Entire home/apt,11211,2,1,16,250
658618,Brand New Spacious/Bright Apartment,Brooklyn,Apartment,95,Entire home/apt,11216,1,1,110,150
656798,luxuriously designed apt with yard!,Brooklyn,Apartment,95,Entire home/apt,11233,2,1,12,290
655956,Huge whole Floor 1BR in Wlmsbrg,Brooklyn,Apartment,90,Entire home/apt,11249,1,1,8,230
658637,Chic 2 BR Midtown Apt.,Manhattan,Apartment,0,Entire home/apt,10016,2,1,0,250
656594,Bright and Airy 1-bdrm Apt in UES,Manhattan,Apartment,90,Entire home/apt,10075,2,1,106,139
657976,Northside Williamsburg Room,Brooklyn,Apartment,100,Private room,11249,1,1,1,100
656349,"COZY, CONVENIENT, CLEAN ROOM IN LES",Manhattan,Apartment,95,Private room,10002,1,1,18,105
659532,EAST SIDE APARTMENT OASIS!,Manhattan,Apartment,90,Entire home/apt,10017,1,1,61,160
660425,Amazing 1 br apt in the Upper East,Manhattan,Apartment,70,Entire home/apt,10021,1,1,4,110
659532,"GARDEN TERRACE, KING BED, FIREPLACE",Manhattan,Apartment,95,Entire home/apt,10022,1,1,37,169
659532,One Bedroom with big private garden,Manhattan,Apartment,0,Entire home/apt,10022,1,1,0,165
663879,Garden apartment close to Manhattan,Brooklyn,Apartment,95,Entire home/apt,11217,2,1,29,170
663430,Hip Red Hook - Large Garden Duplex,Brooklyn,Apartment,95,Entire home/apt,11231,3,1,21,185
663384,Stunning 3200sf 3FLR+3BR w/terrace,Brooklyn,House,100,Entire home/apt,11217,3,1,6,250
664859,Bright & Spacious Apartment in LES,Manhattan,Apartment,95,Entire home/apt,10002,2,1,23,140
665013,"Chelsea Studio, great location",Manhattan,Apartment,90,Entire home/apt,10011,1,1,8,155
662432,SPACIOUS 1BD APT -GREENWICH VILLAGE,Manhattan,Apartment,100,Entire home/apt,10014,2,1,7,300
662292,Lincoln Center Luxury 1 Bedroom Apt,Manhattan,Apartment,95,Entire home/apt,10023,1,1,2,389
663888,Beautiful apartment in Boerum Hill,Brooklyn,Apartment,100,Private room,11217,1,1,2,130
663764,Private Cozy Bedroom in Brooklyn,Brooklyn,Apartment,85,Private room,11226,1,1,98,50
663764,"Private, spacious room in Brooklyn",Brooklyn,Apartment,95,Private room,11226,1,1,93,56
663879,Brooklyn B & B close to Manhattan,Brooklyn,Bed & Breakfast,95,Private room,11217,4,1,71,120
666728,Sunny 1BR w outdoors area,Brooklyn,Apartment,0,Entire home/apt,11222,1,1,1,145
668326,Luxury Garden Brownstone Apartment,Brooklyn,House,95,Entire home/apt,11221,1,1,20,149
668134,21st Floor Loft w/ Views of Hudson,Manhattan,Apartment,0,Entire home/apt,10001,1,1,0,220
666424,Luxury studio in financial district,Manhattan,Apartment,0,Entire home/apt,10005,1,1,0,355
668038,Great 2 bed/2 bath apartment - UES,Manhattan,Apartment,100,Entire home/apt,10128,2,1,9,395
666176,ROOM IN BROOKLYN,Brooklyn,Apartment,0,Private room,11206,0,1,0,180
666271,2-bed share in heart of W. Village!,Manhattan,Apartment,0,Private room,10014,1,1,0,85
667770,Room Right by Columbia University,Manhattan,Apartment,90,Private room,10025,1,1,135,79
669695,Beautiful & Quiet Williamsburg Apt,Brooklyn,Apartment,90,Entire home/apt,11211,2,1,84,100
672131,Apt on L train/Jefferson (whole),Brooklyn,Apartment,90,Entire home/apt,11237,3,1,7,190
671579,Prime brownstone with lush backyard,Brooklyn,House,100,Entire home/apt,11231,5,1,2,410
671139,SPACIOUS 1 BR LOFT IN EAST VILLAGE,Manhattan,Apartment,95,Entire home/apt,10009,1,1,69,185
668564,Cozy Upper East Side Studio,Manhattan,Apartment,85,Entire home/apt,10028,1,1,8,159
669913,"Midtown NYC Gem, 2BR, Sleeps 5+",Manhattan,Apartment,90,Entire home/apt,10036,2,1,6,559
672131,Apt on L train/Jefferson (Room A),Brooklyn,Apartment,100,Private room,11237,1,1,1,90
672131,Apt on L train/Jefferson (Room B),Brooklyn,Apartment,100,Private room,11237,1,1,4,80
672510,"Cute, comfortable room in Gramercy",Manhattan,Apartment,90,Private room,10010,1,1,48,55
672489,Sunny Studio Central Park/Columbia,Manhattan,Apartment,90,Private room,10026,1,1,2,110
670703,Clean & cozy 1 stop to GrandCentral,Queens,Apartment,100,Private room,11101,1,1,2,80
673406,A Little Palace in a Brooklyn Loft!,Brooklyn,Loft,95,Entire home/apt,11237,3,1,26,1500
674581,Huge Open Loft / Amazing Sunlight,Brooklyn,Loft,95,Entire home/apt,11249,1,1,12,200
676480,Luxury designer loft in the sky.,Manhattan,Apartment,100,Entire home/apt,10005,1,1,2,225
676997,BRIGHT & COZY ROOM June 2015,Bronx,Apartment,0,Private room,10454,1,1,0,38
673223,One Private Bedroom/ Crown Heights,Brooklyn,Apartment,0,Private room,11216,1,1,1,49
676565,Cozy private room in 2 bedroom 2 ba,Brooklyn,Apartment,0,Private room,11221,1,1,0,89
675121,PRIVATE STUDIO: OWN BATH&ENTRANCE,Manhattan,Apartment,90,Private room,10025,2,1,44,77
676810,Beautiful Spacious Room in Wash Hts,Manhattan,Apartment,90,Private room,10040,1,1,24,75
676565,Comfy Couch in Bushwick,Brooklyn,Apartment,0,Shared room,11221,1,1,0,69
680818,"Spacious,Sunny, private one bedroom",Brooklyn,Apartment,85,Entire home/apt,11216,1,1,39,90
679157,Lwr East/Village Loft/Luxury Bldg,Manhattan,Apartment,90,Entire home/apt,10002,1,1,12,199
679037,Times Sq/Theater District Apt for 2,Manhattan,Apartment,90,Entire home/apt,10036,1,1,5,200
680096,Private Room in Red Hook,Brooklyn,Apartment,0,Private room,11231,1,1,0,75
683027,Lovely 2BR in Historic Neighborhood,Brooklyn,Apartment,90,Entire home/apt,11230,3,1,30,80
683975,NYC Brooklyn Jewel Near Subway,Brooklyn,Apartment,95,Entire home/apt,11238,1,1,5,145
684966,"Lrg Apt in trendy Prospect Hts, Bk",Brooklyn,Apartment,90,Entire home/apt,11238,3,1,65,135
682513,Sunny Apartment in West Village,Manhattan,Apartment,90,Entire home/apt,10014,1,1,31,250
683230,A Little West Village Charm...,Manhattan,Apartment,90,Entire home/apt,10014,1,1,42,325
683230,West Village Penthouse & Roofdeck,Manhattan,Apartment,0,Entire home/apt,10014,2,1,0,475
683794,"Modern, cozy artist's escape in WV",Manhattan,Apartment,100,Entire home/apt,10014,1,1,1,250
683142,Cozy Manhattan Studio,Manhattan,Apartment,90,Entire home/apt,10016,1,1,23,105
684629,Oversized Studio By Columbus Circle,Manhattan,Apartment,80,Entire home/apt,10019,1,1,2,189
683230,Upper West Side Penthouse Charm,Manhattan,Apartment,85,Entire home/apt,10023,2,1,16,325
682381,Gigantic airy brownstone room,Brooklyn,Apartment,90,Private room,11216,1,1,7,72
683975,Holiday Time in NY - Oh My!!,Brooklyn,Apartment,90,Private room,11238,1,1,69,89
683027,cozy room in east Harlem,Manhattan,Apartment,90,Private room,10029,1,1,32,65
681225,Urban Zen - Room On The Water!,Queens,Apartment,100,Private room,11693,1,1,6,88
686494,Boerum Hill 2BR Garden Apartment,Brooklyn,Apartment,90,Entire home/apt,11217,3,1,50,203
686768,Affordable Furnished Apartment,Brooklyn,Apartment,95,Entire home/apt,11217,2,1,83,100
686494,4BR Light-filled Boerum Hill Duplex,Brooklyn,House,95,Entire home/apt,11217,4,1,15,350
687361,Contemporary Architect's Brownstone,Brooklyn,House,90,Entire home/apt,11217,4,1,20,495
685536,AWESOME WILLIAMSBURG 4B ARTIST LOFT,Brooklyn,Loft,85,Entire home/apt,11211,5,1,68,179
686147,"East Village, King-Sized, Charmer",Manhattan,Apartment,85,Entire home/apt,10009,2,1,44,185
685129,Hideaway in Harlem!,Manhattan,Apartment,0,Entire home/apt,10027,2,1,0,305
688082,Large private Apt w huge T.V.!,Manhattan,Apartment,80,Entire home/apt,10065,2,1,45,220
687450,Charming Studio in Bed Stuy,Brooklyn,Apartment,0,Private room,11216,1,1,0,85
686652,BUSHWICK LOFT- CLEAN & STYLISH,Brooklyn,Apartment,0,Private room,11237,2,1,0,75
686652,Private room in airy  Bushwick loft,Brooklyn,Apartment,80,Private room,11237,1,1,2,70
688147,Private rm in warm artsy Brklyn apt,Brooklyn,Apartment,100,Private room,11238,1,1,1,55
686813,Gpoint Room - Brooklyn garden views,Brooklyn,House,100,Private room,11222,1,1,2,55
686813,"Lovely room, bath, kitchen in house",Brooklyn,House,95,Private room,11222,1,1,11,60
685876,Bright Room in Williamsburg Loft,Brooklyn,Loft,90,Private room,11249,1,1,6,70
686618,Send off summer in Central Park,Manhattan,Apartment,0,Private room,10029,1,1,0,108
687750,Super Big Sunny room. Great view!!!,Manhattan,Apartment,85,Private room,10044,2,1,9,999
686385,Shared Living Room space,Queens,Apartment,0,Shared room,11385,1,1,0,50
690965,"Compact, clean and cozy LES 1BD",Manhattan,Apartment,85,Entire home/apt,10002,1,1,19,150
689018,Amazing 2 Bedroom Flat - Village,Manhattan,Apartment,90,Entire home/apt,10003,3,1,1,249
689018,Fantastic Centrally Located Flat,Manhattan,Apartment,0,Entire home/apt,10003,1,1,0,199
690155,Empty Apartment,Manhattan,Apartment,0,Entire home/apt,10023,1,1,0,125
690190,Charming & cozy / great stay NYC,Manhattan,Apartment,80,Entire home/apt,10025,1,1,3,125
690190,Place of charm and character in NYC,Manhattan,Apartment,90,Entire home/apt,10025,1,1,4,125
690190,Upper West Side cozy stay in NYC,Manhattan,Apartment,85,Entire home/apt,10025,1,1,22,135
690837,Cozy Room in The Heart of Bushwick,Brooklyn,Apartment,0,Private room,11206,1,1,0,60
689018,Amazingly located Village Flat!,Manhattan,Apartment,95,Private room,10003,1,1,9,135
690405,Spacious private room in New York,Queens,Apartment,0,Private room,11105,1,1,0,50
693169,Garden Apt in Heart of Park Slope,Brooklyn,Apartment,90,Entire home/apt,11215,1,1,4,150
693043,Alcove Studio Apartment  Large,Manhattan,Apartment,85,Entire home/apt,10021,2,1,5,150
693043,Sunny Cozy one bedroom apartment,Manhattan,Apartment,85,Entire home/apt,10028,3,1,3,200
693962,NYC Loft Studio Dec. 15 - Jan. 4,Manhattan,Apartment,0,Private room,10010,1,1,0,250
693815,Canal Street bedroom,Manhattan,Apartment,0,Private room,10013,1,1,0,75
696809,Open Plan Garden Apartment,Brooklyn,Apartment,95,Entire home/apt,11238,1,1,19,190
696413,Gorgeous East Village with Balcony,Manhattan,Apartment,85,Entire home/apt,10003,2,1,88,250
696487,Art Deco NYC Upper West 2br Apt,Manhattan,Apartment,0,Entire home/apt,10024,2,1,0,300
696930,"Sunny room in Park Slope, Brooklyn",Brooklyn,Apartment,0,Private room,11217,1,1,1,99
696306,Huge Sunny Bedroom in Kensington,Brooklyn,Apartment,85,Private room,11218,1,1,27,70
697442,Sunny+Cozy Double bedroom in BKLYN!,Brooklyn,Apartment,95,Private room,11226,1,1,107,72
697442,Tranquil Single Bedroom in BKLYN!,Brooklyn,Apartment,90,Private room,11226,1,1,72,63
697975,"Brand new, sunny, amazing kitchen",Brooklyn,Apartment,80,Private room,11230,3,1,1,39
694931,Gorgeous Room avail for Winter Stay,Brooklyn,Apartment,80,Private room,11238,1,1,1,74
696890,SPACIUS BEDROOM IN CUTE UES FLAT,Manhattan,Apartment,100,Private room,10128,1,1,3,90
703023,Our beautiful apt in Fort Greene,Brooklyn,Apartment,100,Entire home/apt,11205,2,1,1,205
700913,Vintage Williamsburg 1BR near park!,Brooklyn,Apartment,85,Entire home/apt,11211,2,1,6,185
699759,Prospect Heights Beauty 1BR w/patio,Brooklyn,Apartment,90,Entire home/apt,11216,2,1,37,150
702639,Luxury 1 BD City Views + Roof Deck,Brooklyn,Apartment,95,Entire home/apt,11217,1,1,6,180
700224,Trendy Brooklyn Duplex with Garden,Brooklyn,House,0,Entire home/apt,11217,3,1,0,239
702419,2 areas for couples + 2 areas for 1,Manhattan,Apartment,90,Entire home/apt,10001,4,1,29,300
701571,Amazing Studio in East Village,Manhattan,Apartment,95,Entire home/apt,10009,2,1,11,141
702594,Huge East Village 1 Bed Apartment,Manhattan,Apartment,70,Entire home/apt,10009,2,1,9,160
702964,Quiet West Village Studio for rent,Manhattan,Apartment,90,Entire home/apt,10014,1,1,6,240
700231,West Harlem Apartment,Manhattan,Apartment,0,Entire home/apt,10031,2,1,0,500
703016,Subletting my Beautiful apartment,Manhattan,Apartment,95,Entire home/apt,10065,1,1,7,150
700499,Spacious Room! (15 min to M'hattan),Brooklyn,Apartment,95,Private room,11206,1,1,7,85
700224,Trendy Master Bedroom with Garden,Brooklyn,Apartment,0,Private room,11217,1,1,0,150
702171,"Bright, spacious room in Greenpoint",Brooklyn,Apartment,0,Private room,11222,1,1,0,70
702998,"Sunny big room, 25 min to Manhattan",Queens,Apartment,95,Private room,11374,2,1,52,68
706623,"Gorgeous, Family-Friendly, NYC Apt!",Brooklyn,Apartment,100,Entire home/apt,11237,2,1,2,149
706228,Comfortable 1BR in Upscale NYC Area,Manhattan,Apartment,75,Entire home/apt,10075,3,1,30,149
705832,"Luxury, renovated, SOHO loft!",Manhattan,Loft,90,Entire home/apt,10012,2,1,15,400
706623,Beautiful Brooklyn Apartment Share,Brooklyn,Apartment,90,Private room,11237,1,1,3,69
707135,Clean and Spacious Apartment/ Room,Manhattan,Apartment,0,Private room,10029,1,1,0,99
709434,3 bedroom triplex,Brooklyn,Apartment,95,Entire home/apt,11218,3,1,29,250
710454,The Brooklyn Space,Brooklyn,Apartment,80,Entire home/apt,11222,1,1,2,95
710916,"Landmark Cottage, Brownstone block",Brooklyn,House,95,Entire home/apt,11216,3,1,42,210
708772,20% Discount - Best Block in NYC,Manhattan,Apartment,85,Entire home/apt,10002,2,1,49,249
710782,Smart Lower East Side Hideaway,Manhattan,Apartment,0,Entire home/apt,10002,1,1,0,180
708772,25% Off - West Village w/ Rooftop,Manhattan,Apartment,0,Entire home/apt,10014,2,1,1,559
709334,Stunning Penthouse Duplex w/Terrace,Manhattan,Apartment,90,Entire home/apt,10027,2,1,27,295
710526,1BR SUBLET in WASHINGTON HEIGHTS,Manhattan,Apartment,0,Entire home/apt,10033,1,1,0,64
709334,Beautiful Duplex w/Private Garden,Manhattan,House,95,Entire home/apt,10027,2,1,30,295
709334,LUXURY HUGE MODERN near CENTRAL PRK,Manhattan,House,95,Entire home/apt,10027,2,1,16,175
710669,Beautiful room fully furnished,Manhattan,Apartment,70,Private room,10035,1,1,4,69
710669,Furnished Room near Central Park,Manhattan,Apartment,90,Private room,10035,1,1,3,59
